cik,ticker,name,exchange,industry,revenue_M,employees,environment_grade,environment_level,environment_score,social_grade,social_level,social_score,governance_grade,governance_level,governance_score,total_grade,total_level,total_score,last_processing_date
0000082020,USLM,United States Lime & Minerals Inc,NASDAQ,Construction,200.0,700,A,High,500,B,Medium,233,BB,Medium,300,BBB,High,1033,2022-11-08
0000706698,UTMD,Utah Medical Products Inc,NASDAQ,Health Care,100.0,400,B,Medium,240,B,Medium,236,B,Medium,250,B,Medium,726,2022-11-08
0001227654,CMP,Compass Minerals International Inc,NYSE,Metals and Mining,1400.0,4000,A,High,505,BB,Medium,302,BB,Medium,320,BBB,High,1127,2022-11-07
0001824301,CND,Concord Acquisition Corp,NYSE,Financial Services,0.0,20,B,Medium,205,B,Medium,257,BB,Medium,300,BB,Medium,762,2022-11-12
0001733868,CNF,CNFinance Holdings Ltd,NYSE,Financial Services,1500.0,5000,B,Medium,200,B,Medium,200,B,Medium,220,B,Medium,620,2022-06-10
0000816956,CNMD,Conmed Corp,NYSE,Health Care,400.0,1500,BBB,High,441,BB,Medium,300,B,Medium,270,BBB,High,1011,2022-11-07
0001385280,CNK,Cinemark Holdings Inc,NYSE,Media,1200.0,22000,BB,Medium,330,BB,Medium,300,BB,Medium,300,BBB,High,930,2022-11-07
0001704720,CNNE,Cannae Holdings Inc,NYSE,Financial Services,300.0,1200,B,Medium,215,B,Medium,203,B,Medium,203,B,Medium,621,2022-06-10
0001224608,CNO,CNO Financial Group Inc,NYSE,Insurance,1400.0,3400,A,High,500,BB,Medium,322,BB,Medium,315,BBB,High,1137,2022-11-07
0000021175,CNA,CNA Financial Corp,NYSE,Insurance,10900.0,5800,A,High,540,BB,Medium,329,BB,Medium,340,A,High,1209,2022-11-07
0001503584,CMRE,Costamare Inc,NYSE,Marine,500.0,800,B,Medium,242,B,Medium,204,B,Medium,200,B,Medium,646,2022-11-07
0000861459,GVA,Granite Construction Inc,NYSE,Construction,3500.0,9000,B,Medium,200,B,Medium,200,B,Medium,200,B,Medium,600,2022-11-07
0001408710,FN,Fabrinet,NYSE,Electrical Equipment,1800.0,8000,A,High,510,B,Medium,209,B,Medium,210,BBB,High,929,2022-11-07
0001468174,H,Hyatt Hotels Corp,NYSE,Hotels Restaurants and Leisure,3377.0,66000,B,Medium,235,B,Medium,209,B,Medium,205,B,Medium,649,2022-11-07
0001561894,HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,NYSE,Real Estate,300.0,250,AA,Excellent,646,BBB,High,404,BB,Medium,313,A,High,1363,2022-11-07
0001834622,HAYW,Hayward Holdings Inc,NYSE,Building,600.0,2500,A,High,535,BB,Medium,305,BB,Medium,300,BBB,High,1140,2022-11-15
0001709164,HBB,Hamilton Beach Brands Holding Co,NYSE,Consumer products,1700.0,4500,B,Medium,245,B,Medium,272,B,Medium,230,B,Medium,747,2022-11-15
0001691303,HCC,Warrior Met Coal Inc,NYSE,Metals and Mining,700.0,3500,B,Medium,215,B,Medium,200,B,Medium,200,B,Medium,615,2022-11-09
0001400810,HCI,Hci Group Inc,NYSE,Insurance,350.0,500,B,Medium,205,B,Medium,260,BB,Medium,300,BB,Medium,765,2022-11-07
0000354707,HE,Hawaiian Electric Industries Inc,NYSE,Utilities,2700.0,7300,A,High,585,BB,Medium,348,BB,Medium,310,A,High,1243,2022-11-07
0001528396,GWRE,Guidewire Software Inc,NYSE,Technology,820.0,3200,A,High,549,BB,Medium,321,BB,Medium,330,A,High,1200,2022-11-07
0000313143,HAE,Haemonetics Corp,NYSE,Health Care,900.0,5500,BBB,High,448,BB,Medium,303,BB,Medium,305,BBB,High,1056,2022-11-07
0001283140,HEP,Holly Energy Partners LP,NYSE,Energy,600.0,800,A,High,511,B,Medium,225,B,Medium,215,BBB,High,951,2022-11-07
0001674168,HGV,Hilton Grand Vacations Inc,NYSE,Hotels Restaurants and Leisure,1300.0,7000,BB,Medium,305,B,Medium,288,B,Medium,250,BB,Medium,843,2022-11-15
0001417398,HI,Hillenbrand Inc,NYSE,Machinery,900.0,4000,BBB,High,489,BB,Medium,349,BB,Medium,300,BBB,High,1138,2022-11-07
0001498828,HHC,Howard Hughes Corp,NYSE,Real Estate,1200.0,1600,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-11-07
0001404655,HUBS,HubSpot Inc,NYSE,Technology,1301.0,5400,BBB,High,480,BB,Medium,329,BB,Medium,320,BBB,High,1129,2022-11-07
0001789832,HESM,Hess Midstream LP,NYSE,Energy,500.0,800,BB,Medium,307,B,Medium,257,B,Medium,255,BB,Medium,819,2022-11-15
0000046619,HEI,HEICO Corp,NYSE,Aerospace and Defense,2100.0,7000,B,Medium,225,B,Medium,203,B,Medium,205,B,Medium,633,2022-11-07
